"";"powiattyp_nazwa";"l_oddzialow_i";"wojewodztwo";"l_uczniow_i";"jedn_id";"jedn_nazwa";"jedn_kodpoczt";"jedn_poczta";"jedn_ulica";"jedn_domlokal";"jedn_telefon";"jedn_faks";"jedn_email";"jedn_www";"rodzaj_jednostki";"zespol";"organ_prowadzacy";"publiczna";"specyfika_jednostki";"zwiazanie";"wojew_gus";"klasa_wielkosci_miejscowosci";"rodzaj_gminy";"braki_oddzialy";"sample.marker"
"409";"grodzki";"17.00";"WOJ. MAZOWIECKIE";532;190000018898;"VI Liceum Ogólnokształcące w Radomiu";"26-600";"Radom";"Kilińskiego";"25";483632396;483622052;"kochanowski@kochanowski.radom.pl";"www.kochanowski.radom.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1854";"grodzki";"6.00";"WOJ. MAŁOPOLSKIE";167;190000078451;"XVII Liceum Ogólnokształcące";"30-095";"KRAKÓW";"ZŁOTY RÓG";"30";126370897;126370897;"liceum17@kr.onet.pl";"www.zso7.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1898";"grodzki";"12.00";"WOJ. LUBUSKIE";296;190000080414;"II Ogólnokształcące Liceum Ekologiczne";"65-943";"Zielona Góra";"Francuska";"25a";684549522;NA;"zsekol@zg.interklasa.pl";"www.ek.zgora.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";8;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1783";"ziemski";"1.00";"WOJ. LUBUSKIE";28;190000075285;"Liceum Ogólnokształcące";"69-220";"OŚNO LUBUSKIE";"RZEPIŃSKA";"8";957576022;957576022;"zse@osno.com.pl";"www.osno_superszkolna.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";8;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"924";"ziemski";"14.00";"WOJ. WIELKOPOLSKIE";404;190000040071;"Liceum Ogólnokształcące Nr I im. mjra Henryka Sucharskiego w Kępnie";"63-600";"Kępno";"Dąbrowskiego";"3";627822294;627829007;"stefanska@lokepno.com.pl";"www.lokepno.com.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"538";"grodzki";"14.00";"WOJ. MAZOWIECKIE";417;190000024505;"LXXXI Liceum Ogólnokształcące";"00-180";"Warszawa";"Miła";"7";228311454;228311454;"sekretariat@fredro.internetdsl.pl";"www.fredro.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1946";"ziemski";"5.00";"WOJ. ŚWIĘTOKRZYSKIE";132;190000082471;"III Liceum Ogólnokształcące z Oddziałami Integracyjnymi";"27-200";"Starachowice";"Gliniana";"10a";412745116;412470100;"lo3_star@op.pl";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1724";"ziemski";"5.00";"WOJ. OPOLSKIE";94;190000072311;"Liceum Ogólnokształcące im. Komisji Edukacji Narodowej w Gogolinie";"47-320";"GOGOLIN";"SZKOLNA";"27";774666235;774666235;"logogolin@wodip.opole.pl";"http://logogolin.wodip.opole.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";16;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"40";"ziemski";"23.00";"WOJ. MAŁOPOLSKIE";670;190000005003;"Liceum Ogólnokształcące im.Marii Skłodowskiej-Curie";"34-120";"Andrychów";"F.Pachla";"16";338752503;338752503;"liceum.andrychow@neostrada.pl";"www:liceum-andrychow.livenet.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"976";"ziemski";"6.00";"WOJ. WIELKOPOLSKIE";176;190000041551;"LICEUM OGÓLNOKSZTAŁCACE";"77-430";"KRAJENKA";"STANISŁAWA POLAŃSKIEGO";"3";672678178;672638179;"zsskrajenka@onet.pl";"www.zsskrajenka.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1063";"ziemski";"2.00";"WOJ. DOLNOŚLĄSKIE";53;190000045108;"III Liceum Ogólnokształcące w Lubinie";"59-300";"Lubin";"Kościuszki";"9";767463050;767463053;"poczta@zs1.lubin.edu.pl";"http://www.zs1.lubin.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1105";"ziemski";"16.00";"WOJ. DOLNOŚLĄSKIE";466;190000046492;"II Liceum Ogólnokształcące w Oleśnicy";"56-400";"Oleśnica";"Wojska Polskiego";"56";713142222;713142222;"iiloolesnica@pro.onet.pl";"www.lo2.olesnica.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1729";"grodzki";"9.00";"WOJ. OPOLSKIE";289;190000072987;"Publiczne Liceum Ogólnokształcące nr III z oddziałami dwujęzycznymi";"45-070";"Opole";"S. Dubois";"28";774536406;774564995;"lo3@lo3.opole.pl";"www.lo3.opole.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";16;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1575";"ziemski";"2.00";"WOJ. LUBELSKIE";54;190000067557;"IV LIceum Ogólnokształcące";"22-300";"Krasnystaw";"Sobieskiego";"5";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"292";"ziemski";"3.00";"WOJ. PODKARPACKIE";81;190000014030;"Liceum Ogólnokształcące w grębowie";"39-410";"Grębów";"";"393";158112816;158112816;"zsogrebow@gmail.com";"www.zsogrebow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"wieś";"gmina wiejska";0;"A"
"75";"grodzki";"11.00";"WOJ. MAŁOPOLSKIE";298;190000005936;"XIV Liceum Ogólnokształcące";"31-322";"Kraków";"Chełmońskiego";"24";126374674;126369316;"LO14@XIV-LO.KRAKOW.PL";"WWW.XIV-LO.KRAKOW.PL";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1893";"ziemski";"21.00";"WOJ. PODKARPACKIE";652;190000080249;"Samorządowe Liceum Ogólnokształcące w Stalowej Woli";"37-450";"Stalowa Wola";"Wojska Polskiego";"9";158421833;158421833;"zsonr2sw@tg.onet.pl";"ww.zso2.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"779";"ziemski";"5.00";"WOJ. ŚLĄSKIE";140;190000033313;"Liceum Ogólnokształcące";"42-470";"Siewierz";"Kościuszki";"15";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1427";"grodzki";"17.00";"WOJ. WARMIŃSKO-MAZURSKIE";490;190000060629;"IV Liceum Ogólnokształcące";"10-450";"Olsztyn";"Marsz. J. Piłsudskiego";"56";895337044;895345322;"liceum@4lo.pl";"www.4lo.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"736";"ziemski";"3.00";"WOJ. ŚLĄSKIE";50;190000031348;"Liceum Ogólnokształcące w Gogołowej";"44-323";"POŁOMIA";"WIEJSKA";"89";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"wieś";"gmina wiejska";0;"A"
"1304";"ziemski";"4.00";"WOJ. KUJAWSKO-POMORSKIE";91;190000055297;"Liceum Ogólnokształcące";"86-320";"ŁASIN";"ODRODZENIA POLSKI";"3";564664242;564664242;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1071";"ziemski";"3.00";"WOJ. DOLNOŚLĄSKIE";82;190000045311;"Liceum Ogólnokształcące";"59-500";"Złotoryja";"Wojska Polskiego";"50";768783647;768783647;"zszzlotoryja@op.pl";"www.zsz.ehost.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"564";"ziemski";"19.00";"WOJ. MAZOWIECKIE";556;190000025703;"II Liceum Ogólnokształcące";"06-400";"Ciechanów";"Orylska";"9";236723448;236723857;"zs2@ciechanow.pl";"www.zs2.ayz.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"832";"ziemski";"7.00";"WOJ. ŚLĄSKIE";177;190000035350;"Liceum Ogólnokształcące im. Wilhelma Szewczyka";"44-230";"Czerwionka-Leszczyny";"3 Maja";"42";324312034;324311466;"zsczl@poczta.onet.pl";"www.zscl.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"787";"grodzki";"7.00";"WOJ. ŚLĄSKIE";184;190000033792;"Publiczne Liceum Ogólnokształcące Sióstr Urszulanek Unii Rzymskiej";"44-200";"Rybnik";"3 Maja";"22";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"654";"ziemski";"3.00";"WOJ. MAZOWIECKIE";87;190000028084;"Liceum Ogólnokształcące";"96-315";"Wiskitki";"Kościuszki";"25";468541003;468541003;"zs3@op.pl";"www.zs3wiskitki.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"wieś";"gmina wiejska";0;"A"
"503";"grodzki";"18.00";"WOJ. MAZOWIECKIE";531;190000023312;"XXI Liceum Ogólnokształcące im. Hugona Kołłątaja";"02-101";"Warszawa";"Grójecka";"93";228222102;228672346;"lo21@edu.um.warszawa.pl";"www.liceum21.waw.ids.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"913";"grodzki";"26.00";"WOJ. WIELKOPOLSKIE";849;190000039784;"II Liceum Ogólnokształcące im. Tadeusza Kościuszki w Kaliszu";"62-800";"Kalisz";"Szkolna";"5";627676657;627676657;"administracja@2lo.kalisz.pl";"www.2lo.kalisz.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1691";"ziemski";"14.00";"WOJ. PODLASKIE";370;190000071219;"Liceum Ogólnokształcące w Mońkach";"19-100";"Mońki";"Tysiąclecia";"15";857162738;857162738;"sekretariat@zsmonki.pl";"www.zsmonki.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";20;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1905";"grodzki";"16.00";"WOJ. LUBELSKIE";471;190000080728;"XXIV Liceum Ogólnokształcące";"20-854";"Lublin";"Józefa Elsnera";"5";817404019;817404019;"sekretariat@zs5.lublin.pl";"http://zs5.lublin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"406";"grodzki";"18.00";"WOJ. MAZOWIECKIE";596;190000018739;"III Liceum Ogólnokształcące w Radomiu";"26-600";"Radom";"Traugutta";"44";483623664;483623664;"czachowski_3lo@op.pl";"www.czachowski.radom.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"366";"ziemski";"6.00";"WOJ. PODKARPACKIE";189;190000016814;"Liceum Ogólnokształcące";"36-050";"SOKOŁÓW MAŁOPOLSKI";"LUBELSKA";"37";177729009;177729009;"zssokolow@wp.pl";"zssokolow.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"268";"ziemski";"1.00";"WOJ. ŁÓDZKIE";20;190000013131;"III Liceum Ogólnokształcące w Łasku";"98-100";"ŁASK";"WARSZAWSKA";"13";436752016;436711411;"zsp2lask@wp.pl";"www.zsp2lask.prv.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"450";"ziemski";"15.00";"WOJ. MAZOWIECKIE";409;190000022417;"I Liceum Ogólnoksztłcące";"05-200";"Wołomin";"Sasina";"33";227763446;227763446;"1lo_wolomin@interia.pl";"1lo.wolomin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1790";"ziemski";"3.00";"WOJ. LUBUSKIE";86;190000075454;"Liceum Ogólnokształcące";"68-100";"Żagań";"Gimnazjalna";"13";683772456;683772456;"sekretariat@zsth.zagan.pl";"www.zsth.zagan.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";8;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"582";"ziemski";"3.00";"WOJ. MAZOWIECKIE";76;190000026522;"Liceum Ogólnokształcące w Łysych";"07-437";"Łyse";"Stanisława Krupki";"20";297725089;297725089;"zsplyse@interia.pl";"www.zsp-lyse.fc.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"wieś";"gmina wiejska";0;"A"
"620";"ziemski";"15.00";"WOJ. MAZOWIECKIE";375;190000027043;"I Liceum Ogólnokształcące w Kozienicach";"26-900";"Kozienice";"Warszawska";"19";486142608;486142608;"lo@kozienicepowiat.pl";"www.lo-kozienice.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"37";"ziemski";"3.00";"WOJ. MAŁOPOLSKIE";88;190000004800;"Liceum Ogólnokształcące im. św. Jana Kantego";"34-220";"Maków Podhalański";"Rynek";"8";338771630;338771630;"zsmp@isg.pl";"www.zsmp.isg.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"425";"ziemski";"3.00";"WOJ. MAZOWIECKIE";70;190000021538;"Liceum Ogólnokształcące";"09-226";"Zawidz Kościelny";"Mazowiecka";"47B";242766197;242766197;"zss@zawidz.pl";"www.zss.zawidz.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"wieś";"gmina wiejska";0;"A"
"1331";"grodzki";"24.00";"WOJ. ZACHODNIOPOMORSKIE";725;190000056786;"I LICEUM OGÓLNOKSZTAŁCĄCE";"75-070";"koszalin";"KOMISJI EDUKACJI NARODOWEJ";"1";943423829;943423829;"liceum@liceumdubois.pl";"www.liceumdubois.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1240";"grodzki";"13.00";"WOJ. KUJAWSKO-POMORSKIE";402;190000053130;"V Liceum Ogólnokształcące";"85-829";"Bydgoszcz";"Szarych Szeregów";"4a";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1713";"ziemski";"13.00";"WOJ. PODLASKIE";389;190000071890;"I Liceum Ogólnokształcące im. G.Piramowicza w Augustowie";"16-300";"Augustów";"Śródmieście";"31";876432402;876432402;"piramowicz@poczta.internetdsl.pl";"piramowicz.internetdsl.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";20;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"966";"ziemski";"7.00";"WOJ. WIELKOPOLSKIE";194;190000041215;"IV Liceum Ogólnokształcące";"64-920";"Piła";"Jana Kilińskiego";"16";672126181;672126181;"zsp3.pila@gmail.com";"www.zsp3.pila.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"51";"ziemski";"13.00";"WOJ. MAŁOPOLSKIE";346;190000005214;"II Liceum Ogólnokształcące im.Ziemi Olkuskiej";"32-305";"Olkusz";"Żeromskiego";"1";326430442;326430442;"lo2.olkusz@neostrada.pl";"lo2.olkusz.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"349";"grodzki";"12.00";"WOJ. PODKARPACKIE";363;190000016453;"VII Liceum Ogólnokształcące";"35-326";"Rzeszów";"Rejtana";"3";177482940;177482963;"szkola_rejtan_rzeszow@pro.onet.pl";"www.zespolszkolnr2.rzeszow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1096";"ziemski";"15.00";"WOJ. DOLNOŚLĄSKIE";456;190000046076;"II Liceum Ogólnokształcące w Świdnicy";"58-100";"Świdnica";"Równa";"11";748520573;748520573;"iilosw@wp.pl";"www.lo2.swidnica.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1032";"ziemski";"19.00";"WOJ. DOLNOŚLĄSKIE";543;190000043866;"Liceum Ogólnokształcące";"59-900";"Zgorzelec";"Partyzantów";"4";757752512;757752512;"zgorzelec@wp.pl";"www.lo.zgorzelec.org";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1030";"grodzki";"3.00";"WOJ. DOLNOŚLĄSKIE";67;190000043777;"Liceum Ogólnokształcące Mistrzostwa Sportowego nr II";"51-616";"Wrocław";"Parkowa";"18-26";713484296;713484392;"sekretariat@lo2.wroc.pl";"www.lo2.wroc.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"662";"grodzki";"18.00";"WOJ. ŚLĄSKIE";582;190000028241;"I LICEUM OGÓLNOKSZTAŁCĄCE";"43-300";"Bielsko-Biała";"Listopadowa";"70";338122574;338114483;"kopernik.bielsko@onet.eu";"lo1.ids.bielsko.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1956";"grodzki";"15.00";"WOJ. WARMIŃSKO-MAZURSKIE";451;190000083052;"II Liceum Ogółnokształcące";"10-113";"Olsztyn";"K.R. Małłków";"3";895272455;895274591;"szkola@zso1.olsztyn.pl";"www.zso1.olsztyn.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"149";"ziemski";"2.00";"WOJ. MAŁOPOLSKIE";42;190000008837;"Publiczne Liceum Ogólnokształcące w Zespole Szkół Nr 2 w Bochni";"32-700";"Bochnia";"Stasiaka";"1";146122730;146122730;"zsbbochnia@apnet.pl";"www.zs2-bochnia.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"424";"ziemski";"14.00";"WOJ. MAZOWIECKIE";376;190000021496;"Liceum Ogólnokształcące w Komornicy";"05-140";"Serock";"Nasielska";"7";227742021;227823025;"zs.debe@wp.pl";"www.zspkomornica.szkolnastrona.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"wieś";"gmina wiejska";0;"A"
"1900";"ziemski";"16.00";"WOJ. LUBUSKIE";379;190000080468;"Liceum Ogólnokształcące";"69-100";"Słubice";"Bohaterów Warszawy";"3";957582255;957582255;"loslubice@interia.pl";"www.loslubice.prv.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";8;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"93";"ziemski";"2.00";"WOJ. MAŁOPOLSKIE";31;190000006808;"Liceum Ogólnokształcące";"32-104";"Koniusza";"Piotrkowice Małe";"87 D";123869420;123869420;"zs@piotrkowice.edu.pl";"www.piotrkowice.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0;"A"
"1377";"ziemski";"9.00";"WOJ. ZACHODNIOPOMORSKIE";244;190000058090;"II Liceum Ogólokształcące";"72-200";"Nowogard";"Bohaterów Warszawy";"78";913925107;913925494;"lbecela@zsonowogard.edu.pl";"www.zsonowogard.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"567";"ziemski";"8.00";"WOJ. MAZOWIECKIE";222;190000025723;"III Liceum Ogólnokształcące";"06-400";"Ciechanów";"Okrzei";"6";236723051;236723051;"zs3ciech@poczta.onet.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1602";"ziemski";"3.00";"WOJ. LUBELSKIE";21;190000067965;"Liceum Ogólnokształcące";"24-170";"Kurów";"Klementowice";"365";818823002;818823002;"zsaklem@wp.pl";"www.zsaklem.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"wieś";"gmina wiejska";0;"A"
"1095";"ziemski";"15.00";"WOJ. DOLNOŚLĄSKIE";470;190000046074;"I Liceum Ogólnokształcące w Świdnicy";"58-100";"Świdnica";"Pionierów Ziemi Świdnickiej";"30";748582942;748582941;"kasprowicz@kasprowiczanie.com";"www.kasprowiczanie.com";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"834";"ziemski";"6.00";"WOJ. ŚLĄSKIE";192;190000035368;"III Liceum Ogólnokształcące";"42-600";"Tarnowskie Góry";"Opolska";"26";322855053;322858625;"zschmio@o2.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"335";"ziemski";"3.00";"WOJ. PODKARPACKIE";104;190000016183;"Liceum Ogólnokształcące";"37-200";"Przeworsk";"Krasickiego";"9";166487574;166487406;"sobieski@zszprzeworsk.internetdsl.pl";"www.zszprzeworsk.internetdsl.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"227";"ziemski";"21.00";"WOJ. ŁÓDZKIE";638;190000012151;"Liceum Ogólnokształcące";"26-300";"Opoczno";"Żeromskiego";"3";447361101;447552700;"lozeromski@poczta.onet.pl";"www.lozeromski.opoczno.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1475";"ziemski";"7.00";"WOJ. ŚWIĘTOKRZYSKIE";229;190000062338;"III LICEUM OGÓLNOKSZTAŁCĄCE";"28-100";"BUSKO-ZDRÓJ";"MICKIEWICZA";"6";413787921;413787921;"zsp1busko6@wp.pl";"www.zsp1busko.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1109";"ziemski";"14.00";"WOJ. DOLNOŚLĄSKIE";361;190000046626;"Liceum Ogólnokształcące";"55-100";"Trzebnica";"Wojska Polskiego";"17";713120976;713872841;"pzs1@poczta.onet.pl";"www.pzs1republika.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"823";"ziemski";"4.00";"WOJ. ŚLĄSKIE";116;190000035189;"Powiatowy Zespół Szkół w Lędzinach - LICEUM OGÓLNOKSZTAŁCĄCE";"43-140";"LĘDZINY";"POKOJU";"4";322167322;322167322;"sekretariat_pzs@op.pl";"www.pzsledziny.org";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1811";"grodzki";"12.00";"WOJ. ZACHODNIOPOMORSKIE";347;190000076349;"X Liceum Ogólnokształcące";"70-131";"Szczecin";"Orawska";"1";914820078;914820078;"zso3@um.szczecin.pl";"www.blekitna.szczecin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"599";"ziemski";"5.00";"WOJ. MAZOWIECKIE";122;190000026829;"Liceum Ogólnokształcące w Grójcu";"05-600";"Grójec";"Ks. Piotra Skargi";"12";486642620;486642739;"zspgrojec@o2.pl";"zspgrojec.eu";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"537";"grodzki";"19.00";"WOJ. MAZOWIECKIE";599;190000024496;"VII Liceum Ogólnokształcące";"02-067";"Warszawa";"Wawelska";"46";228250553;228251008;"julius@liceum7.edu.pl";"www.liceum7.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"888";"ziemski";"24.00";"WOJ. WIELKOPOLSKIE";705;190000036884;"I Liceum Ogólnokształcące";"64-000";"Kościan";"Al. Kościuszki";"3";655120404;655120404;"lo1.koscian@gmail.com";"www.lo-koscian.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
