"";"powiattyp_nazwa";"l_oddzialow_i";"wojewodztwo";"l_uczniow_i";"jedn_id";"jedn_nazwa";"jedn_kodpoczt";"jedn_poczta";"jedn_ulica";"jedn_domlokal";"jedn_telefon";"jedn_faks";"jedn_email";"jedn_www";"rodzaj_jednostki";"zespol";"organ_prowadzacy";"publiczna";"specyfika_jednostki";"zwiazanie";"wojew_gus";"klasa_wielkosci_miejscowosci";"rodzaj_gminy";"braki_oddzialy"
"619";"ziemski";"15.00";"WOJ. MAZOWIECKIE";461;190000027031;"II Liceum Ogólnokształcące w Kozienicach";"26-900";"Kozienice";"Warszawska";"72";486146783;486146783;"zs1.kozienice@wp.pl";"www.zslp.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"620";"ziemski";"15.00";"WOJ. MAZOWIECKIE";375;190000027043;"I Liceum Ogólnokształcące w Kozienicach";"26-900";"Kozienice";"Warszawska";"19";486142608;486142608;"lo@kozienicepowiat.pl";"www.lo-kozienice.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"621";"ziemski";"10.00";"WOJ. MAZOWIECKIE";208;190000027063;"Liceum Ogólnokształcące w Lipsku";"27-300";"Lipsko";"Zwoleńska";"12";483780137;NA;"mmejzner@gmail.com";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"622";"ziemski";"12.00";"WOJ. MAZOWIECKIE";266;190000027075;"Liceum Ogólnokształcące w Solcu nad Wisłą";"27-320";"Solec nad Wisłą";"Łoteckiego";"24";483761202;483761202;"zspsolec@wp.pl";"wwwzspsolec.prv.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"wieś";"gmina wiejska";0
"623";"ziemski";"9.00";"WOJ. MAZOWIECKIE";181;190000027193;"Liceum Ogólnokształcące";"05-640";"Mogielnica";"Nowomiejska";"1";486635016;486635016;"zsomogielnica@op.pl";"www.zsomogielnica.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"624";"ziemski";"3.00";"WOJ. MAZOWIECKIE";84;190000027384;"II Liceum Ogólnokształcące w Zespole Szkół Nr 1 im. K.K.Baczyńskiego w Sokołowie Podlaskim";"08-300";"Sokołów Podlaski";"M.Skłodowskiej-Curie";"24";257812286;257812558;"zszsok@poczta.onet.pl";"www.zs1.sokp.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"625";"ziemski";"20.00";"WOJ. MAZOWIECKIE";585;190000027390;"I Liceum Ogólnokształcące im. Marii Skłodowskiej- Curie w Sokołowie Podlaskim";"08-300";"Sokołów Podlaski";"Sadowa";"11";257812521;257812521;"sekretariat@liceum.sokolowpodl.pl";"www.liceum.sokp.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"626";"ziemski";"6.00";"WOJ. MAZOWIECKIE";149;190000027392;"Salezjańskie Liceum Ogólnokształcące";"08-300";"SOKOŁÓW PODLASKI";"KS. BOSKO";"1";257817610;257877984;"liceum1@sdb.pl";"sdb.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"627";"ziemski";"1.00";"WOJ. MAZOWIECKIE";9;190000027412;"Liceum ogólnokształcące";"08-140";"Mordy";"3 Maja";"2";256415467;256415705;"zspmordy@powiatsiedlecki.pl";"www.zsp.mordy.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"628";"grodzki";"5.00";"WOJ. MAZOWIECKIE";148;190000027426;"IX Liceum Ogólnokształcące w Siedlcach";"08-110";"Siedlce";"Bema";"4";256444611;256443011;"dyrektor@kazimierzwielki.siedlce.pl";"www.kazimierzwielki.siedlce.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"629";"grodzki";"12.00";"WOJ. MAZOWIECKIE";357;190000027436;"III Liceum Ogólnokształcące";"08-110";"Siedlce";"Konarskiego";"11";256327308;256449357;"dyrektor@zspnr1.siedlce.pl";"www.zspnr1.siedlce.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"630";"grodzki";"6.00";"WOJ. MAZOWIECKIE";179;190000027441;"VI Liceum Ogólnokształcące";"08-110";"Siedlce";"Oskara Langego";"8";NA;NA;"zsp2losiedlce@wp.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"632";"grodzki";"14.00";"WOJ. MAZOWIECKIE";284;190000027461;"VII Liceum Ogólnokształcące w Siedlcach";"08-110";"Siedlce";"Chopina";"10";256322654;256322654;"sekretariat@zsp6siedlce.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"633";"grodzki";"22.00";"WOJ. MAZOWIECKIE";690;190000027468;"II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi";"08-110";"Siedkce";"B.Prusa";"12";256325597;256325597;"lo2siedlce@wp.pl";"http://lo2.ap.siedlce.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"635";"grodzki";"12.00";"WOJ. MAZOWIECKIE";287;190000027484;"I Katolickie Liceum Ogólnokształcące";"08-110";"SIEDLCE";"Bpa I. Świrskiego";"54";256321077;256321077;"sekretariat@klosiedlce.pl";"www.klosiedlce.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"636";"grodzki";"15.00";"WOJ. MAZOWIECKIE";417;190000027544;"IV Liceum Ogólnokształcące";"08-110";"Siedlce";"Sokołowska";"161 B";256447897;256442936;"hetman@lo4.siedlce.net";"lo4.siedlce.net";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"637";"ziemski";"9.00";"WOJ. MAZOWIECKIE";254;190000027596;"II Liceum Ogólnokształcące w Węgrowie";"07-100";"Węgrów";"Bohaterów Warszawy";"10";257922676;257922676;"zspwegrow@wp.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"638";"ziemski";"24.00";"WOJ. MAZOWIECKIE";681;190000027602;"I Liceum Ogólnokształcące im. Adama Mickiewicza w Węgrowie";"07-100";"Węgrów";"Mickiewicza";"3";257924424;257924424;"lo_weg@poczta.onet.pl";"lowegrow.aplus.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"639";"ziemski";"12.00";"WOJ. MAZOWIECKIE";365;190000027632;"Liceum Ogólnokształcące im. Marii Sadzewiczowej";"07-130";"Łochów";"Wyspiańskiego";"18";256751205;256751123;"zsp.biuro@interia.pl";"www.liceumlochow.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"640";"ziemski";"5.00";"WOJ. MAZOWIECKIE";71;190000027656;"Publiczne Liceum Ogólnokształcące imienia Orła Białego w Kosowie Lackim";"08-330";"Kosów Lacki";"Armii Krajowej";"6";257810334;257810334;"plowkosowie@wp.pl";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"641";"ziemski";"15.00";"WOJ. MAZOWIECKIE";430;190000027869;"Liceum Ogólnokształcące";"05-300";"Mińsk Mazowiecki";"1PLM""Warszawa""";"1";257582382;257580008;"asmsc@poczta.onet.pl";"http://republika.pl/zsmsc";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"642";"ziemski";"2.00";"WOJ. MAZOWIECKIE";43;190000027874;"Liceum Ogólnokształcące w Zespole Szkół w Siennicy";"05-332";"Siennica";"Mińska";"38";257572224;257577956;"sekretariat@zssiennica.pl";"http://www.zssiennica.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"wieś";"gmina wiejska";0
"643";"ziemski";"18.00";"WOJ. MAZOWIECKIE";515;190000027878;"Liceum Ogólnokształcące";"05-300";"Mińsk Mazowiecki";"Piękna";"7A";257585102;257585102;"lo1pms@lo1pms.pol.pl";"http://lo1pms.pol.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"644";"ziemski";"7.00";"WOJ. MAZOWIECKIE";211;190000027880;"Liceum Ogólnokształcące";"05-300";"Mińsk Mazowiecki";"Kazikowskiego";"18";257584708;257584848;"zseminsk-portal@wp.pl";"www.zsemm.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"645";"ziemski";"6.00";"WOJ. MAZOWIECKIE";74;190000027901;"Salezjańskie Liceum Ogólnokształcące";"05-300";"Mińsk Mazowiecki";"Kościuszki";"27";257582814;257586818;"liceum-minsk@salezjanie.pl";"www.minsk.salezjanie.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"646";"ziemski";"17.00";"WOJ. MAZOWIECKIE";523;190000027940;"II Liceum Ogólnokształcące w Garwolinie";"08-400";"Garwolin";"Kościuszki";"53";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"647";"ziemski";"8.00";"WOJ. MAZOWIECKIE";209;190000027954;"Katolickie Liceum Ogólnokształcące im. C. K. Norwida";"08-400";"Garwolin";"Staszica";"11";256823700;256823700;"klogarwo@wp.pl";"www.klogarwo.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"648";"ziemski";"8.00";"WOJ. MAZOWIECKIE";249;190000027975;"Liceum Ogólnokształcące";"08-460";"Sobolew";"Kościuszki";"19";256825049;256825049;"poczta@losobolew.pl";"losobolew.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"wieś";"gmina wiejska";0
"649";"ziemski";"20.00";"WOJ. MAZOWIECKIE";594;190000027992;"I Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego";"08-400";"Garwolin";"Długa";"35";256822754;256823308;"logar@pro.onet.pl";"logarwolin.szkolnastrona.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"650";"ziemski";"5.00";"WOJ. MAZOWIECKIE";110;190000028063;"Liceum Ogólnokształcące";"96-300";"Żyrardów";"Legionów Polskich";"54/56";468553676;468553676;"zs2.liceum@wp.pl";"www.zs2zyrardow.szkolnastrona.pl/";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"651";"ziemski";"6.00";"WOJ. MAZOWIECKIE";144;190000028071;"Liceum Ogólnokształcące";"96-330";"Puszcza Mariańska";"Sobieskiego";"61";468318166;468318166;"lopuszcza@wp.pl";"lopuszcza.edupage.org.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"wieś";"gmina wiejska";0
"652";"ziemski";"7.00";"WOJ. MAZOWIECKIE";163;190000028072;"Liceum Ogólnokształcące";"96-320";"Mszczonów";"Maklakiewicza";"18";468571210;468571210;"mszczonowlo@wp.pl";"lomszczomow.com";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"653";"ziemski";"3.00";"WOJ. MAZOWIECKIE";30;190000028081;"Liceum Ogólnokształcące Szkoła Mistrzostwa Sportowego w Kolarstwie";"96-300";"Żyrardów";"Waryńskiego";"1";468553138;468553138;"sms_zyrardow@op.pl";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"654";"ziemski";"3.00";"WOJ. MAZOWIECKIE";87;190000028084;"Liceum Ogólnokształcące";"96-315";"Wiskitki";"Kościuszki";"25";468541003;468541003;"zs3@op.pl";"www.zs3wiskitki.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"wieś";"gmina wiejska";0
"655";"ziemski";"15.00";"WOJ. MAZOWIECKIE";387;190000028105;"Liceum Ogólnokształcące";"96-500";"Sochaczew";"Piłsudskiego";"63";468623116;468623115;"zsrcku_sochaczew@wp.pl";"www.zsrcku.prv.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"656";"ziemski";"6.00";"WOJ. MAZOWIECKIE";168;190000028109;"Liceum Ogólnokształcące";"96-500";"Sochaczew";"Piłsudskiego";"51";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"657";"ziemski";"3.00";"WOJ. MAZOWIECKIE";75;190000028118;"Liceum Ogólnokształcące";"96-515";"Teresin";"Aleja XX-lecia";"12";468613813;468613813;"zsrteresin@post.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"wieś";"gmina wiejska";0
"658";"ziemski";"18.00";"WOJ. MAZOWIECKIE";567;190000028122;"Liceum Ogólnokształcące im. Fryderyka Chopina";"96-500";"Sochaczew";"15 Sierpnia";"4";468622335;468622335;"lo-chopin@oswiata.org.pl";"www.zso.vel.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"659";"ziemski";"8.00";"WOJ. MAZOWIECKIE";201;190000028141;"Liceum Ogólnokształcące w Zespole Szkół";"96-503";"Sochaczew";"Chopina";"99A";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"660";"grodzki";"4.00";"WOJ. ŚLĄSKIE";90;190000028219;"Publiczne Liceum Ogólnokształcące";"43-300";"Bielsko-Biała";"Sobieskiego";"118";338118181;338117181;"plo@plo.bielsko.pl";"www.plo.bielsko.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"662";"grodzki";"18.00";"WOJ. ŚLĄSKIE";582;190000028241;"I LICEUM OGÓLNOKSZTAŁCĄCE";"43-300";"Bielsko-Biała";"Listopadowa";"70";338122574;338114483;"kopernik.bielsko@onet.eu";"lo1.ids.bielsko.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"663";"grodzki";"18.00";"WOJ. ŚLĄSKIE";613;190000028242;"IV Liceum Ogólnokształcące im. Komisji Edukacji Narodowej";"43-300";"Bielsko-Biała";"Słowackiego";"15-17";338123911;338123911;"lo4@lo4.setia.pl";"www.lo4.setia.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"664";"grodzki";"8.00";"WOJ. ŚLĄSKIE";241;190000028249;"VI Liceum Ogólnokształcące z oddziałami integracyjnymi";"43-308";"Bielsko-Biała";"Sternicza";"4";338119221;338119221;"sekretariat@zsoak.pl";"www.lo6bb.zsoak.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"665";"grodzki";"18.00";"WOJ. ŚLĄSKIE";599;190000028262;"III Liceum Ogólnokształcące";"43-300";"Bielsko-Biała";"Bohaterów Warszawy";"20";334960330;334960331;"zeromski@ids.bielsko.pl";"zeromski.ids.bielsko.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"666";"grodzki";"12.00";"WOJ. ŚLĄSKIE";412;190000028265;"VIII Liceum Ogólnokształcace w ZSMiO w Bielsku - Białej";"43-300";"Bielsko - Biała";"Konopnickiej";"6";338122758;338122758;"szkola@lo8.bielsko.pl";"www.lo8.bielsko.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"667";"grodzki";"12.00";"WOJ. ŚLĄSKIE";263;190000028438;"V Liceum Ogólnokształcące";"43-300";"Bielsko-Biała";"Słowackiego";"45";338221809;338221809;"biuro@lo5.bielsko.pl";"www.lo5.bielsko.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"668";"grodzki";"5.00";"WOJ. ŚLĄSKIE";105;190000028479;"Liceum Ogólnokształcące Zgromadzenia Córek Bożej Miłości im. Franciszki Lechner";"43-300";"Bielsko-Biała";"Broniewskiego";"13";338292409;338292409;"liceum_cbm@bielsko.opoka.org.pl";"www.szkolacbm.eu";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"669";"grodzki";"14.00";"WOJ. ŚLĄSKIE";408;190000028513;"II Liceum Ogólnokształcące";"41-902";"Bytom";"Żeromskiego";"46";322827857;322827857;"2lobytom@poczta.internetdsl.pl";"2lobytom.internetdsl.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"670";"grodzki";"15.00";"WOJ. ŚLĄSKIE";478;190000028514;"I Liceum Ogólnokształcące";"41-902";"Bytom";"Strzelców Bytomskich";"11";322810377;322810377;"bytom1lo@oho.com.pl";"www.1lo.bytom.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"671";"grodzki";"4.00";"WOJ. ŚLĄSKIE";81;190000028532;"V LIceum Ogólnokształcące im. Kamili Skolimowskiej";"41-902";"Bytom";"Powstańców Śląskich";"2";322811052;322811052;"sekretariat@zso3.bytom.pl";"zso3.bytom.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"672";"grodzki";"15.00";"WOJ. ŚLĄSKIE";487;190000028556;"IV Liceum Ogólnokształcące";"41-902";"Bytom";"Plac Sikorskiego";"1";322814193;322814193;"sekretariat.4lo.bytom@wp.pl";"www.4lo.bytom.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"673";"grodzki";"4.00";"WOJ. ŚLĄSKIE";98;190000028567;"X Liceum Ogólnokształcące";"41-902";"Bytom";"Powstańców Śląskich";"10";322813363;322813363;"psb.bytom@interia.pl";"psb.bytom.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"przy placówce opiekuńczo-wychowawczej";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"674";"grodzki";"7.00";"WOJ. ŚLĄSKIE";195;190000028627;"VII Liceum Ogólnokształcące";"41-907";"Bytom";"Małachowskiego";"36";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"675";"grodzki";"5.00";"WOJ. ŚLĄSKIE";130;190000028635;"VIII Liceum Ogólnokształcące";"41-908";"Bytom";"Nickla";"19";322864154;322864154;"zso5.bytom@wp.pl";"www.zso5.bytom.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"676";"grodzki";"4.00";"WOJ. ŚLĄSKIE";85;190000028638;"III Liceum Ogólnokształcące";"41-902";"Bytom";"Arki Bożka";"21";322821398;322821217;"zso1@zso1.bytom.pl";"www.zso1.bytom.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"678";"grodzki";"8.00";"WOJ. ŚLĄSKIE";207;190000028719;"VII Liceum Ogólnokształcące";"41-500";"Chorzów";"Św. Piotra";"1";322411717;322411717;"admin@sniadecki.edu.pl";"www.sniadecki.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"679";"grodzki";"16.00";"WOJ. ŚLĄSKIE";514;190000028736;"IV Liceum Ogólnokształcące";"41-500";"Chorzów";"Dąbrowskiego";"34";322411714;322411714;"chorzowlo4@curie.edu.pl";"www.curie.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"680";"grodzki";"6.00";"WOJ. ŚLĄSKIE";150;190000028775;"IX LICEUM OGÓLNOKSZTAŁCĄCE z oddziałmi sportowymi";"41-503";"CHORZÓW";"HARCERSKA";"2";322410421;322410421;"mankagim6@interia.pl";"www.zso.elisa.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"681";"grodzki";"16.00";"WOJ. ŚLĄSKIE";499;190000028785;"III LICEUM OGÓLNOKSZTAŁCĄCE";"41-506";"CHORZÓW";"FARNA";"7";322462274;322468802;"szkola@3lo.edu.pl";"www.3lo.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"682";"grodzki";"6.00";"WOJ. ŚLĄSKIE";146;190000028832;"Publiczne Liceum Ogólnokształcące";"41-500";"Chorzów";"Kościuszki";"11";322460651;322460650;"szkola@glk.edu.pl";"www.glk.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"683";"grodzki";"5.00";"WOJ. ŚLĄSKIE";139;190000028841;"II Liceum Ogólnokształcące";"41-500";"Chorzów";"3Maja";"22";322411711;322411719;"ligon.chorzow@gmail.com";"www.julek.ligon.chorzow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"684";"grodzki";"18.00";"WOJ. ŚLĄSKIE";573;190000028973;"II Liceum Ogólnokształcące im.Stefana Żeromskiego";"41-300";"Dąbrowa Górnicza";"Górnicza";"17";322623480;322623480;"lo2@dabrowa.pl";"www.lo2.dabrowa.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
